Genome	Total_ARGs	blaZ	mecA	mecC	Category	Total_Transporters	Max_Bitscore	Min_Bitscore	Mean_Bitscore	Median_Bitscore	Max_E_Value	Min_E_Value	Mean_E_Value	Median_E_Value	Max_Identity	Min_Identity	Mean_Identity	Median_Identity	Max_Length	Min_Length	Mean_Length	Median_Length
GCA_014731815.1_ASM1473181v1	15	1	1	0	MRSA	137	1448	51.2	217.14598540146	113	5.76e-07	0	7.02580805667636e-09	4.11e-29	100	25.137	39.4199854014599	31.25	710	70	300.970802919708	240
GCA_014731835.1_ASM1473183v1	13	0	1	0	MRSA	136	1445	50.1	217.601470588235	112.5	2.98e-06	0	2.48914463433874e-08	3.79e-29	100	25.137	39.4560147058824	31.195	728	70	301.470588235294	242
GCA_014731855.1_ASM1473185v1	21	1	1	0	MRSA	140	1445	50.1	214.061428571429	112	2.98e-06	0	2.73632488050764e-08	7.765e-29	100	25.137	39.0329357142857	30.9065	728	70	299.807142857143	240
GCA_014731895.1_ASM1473189v1	15	1	1	0	MRSA	136	1445	50.1	218.075735294118	113	2.98e-06	0	2.48687550215642e-08	9.31e-30	100	25.137	39.3981323529412	31.051	728	70	302.558823529412	242
GCA_014731955.1_ASM1473195v1	14	1	1	0	MRSA	138	1452	51.2	215.622463768116	112	5.76e-07	0	6.9757489316264e-09	7.765e-29	100	25.235	39.3780942028986	31.2915	710	70	298.797101449275	239.5
GCA_014731975.1_ASM1473197v1	21	1	1	0	MRSA	138	1445	50.1	216.025362318841	112.5	2.98e-06	0	2.6130832121092e-08	3.79e-29	100	25.137	39.2120579710145	30.9525	728	70	301.13768115942	240.5
GCA_014732035.1_ASM1473203v1	11	1	1	0	MRSA	131	1449	50.1	223.390076335878	114	2.71e-06	0	2.18331336126856e-08	4.44e-30	100	25.235	39.872106870229	31.336	710	70	304.580152671756	241
GCA_014732055.1_ASM1473205v1	13	1	1	0	MRSA	142	1443	52.4	212.788028169014	111.5	2.35e-07	0	4.18913173804096e-09	1.365e-28	100	25.137	39.4148591549296	31.4575	728	68	293.612676056338	240
GCA_014732075.1_ASM1473207v1	15	1	1	0	MRSA	137	1452	51.2	217.183941605839	113	5.76e-07	0	7.02580809171127e-09	4.11e-29	100	25.235	39.4230072992701	31.25	710	70	300.970802919708	240
GCA_014794145.1_ASM1479414v1	19	1	1	0	MRSA	139	1445	50.1	214.570503597122	112	2.98e-06	0	2.83968333301264e-08	6.38e-29	100	25.137	39.3697338129496	31.14	728	42	297.194244604317	240
GCA_015219905.1_ASM1521990v1	17	2	1	0	MRSA	131	1383	50.1	222.003053435115	116	2.71e-06	0	2.77523254975371e-08	1.28e-30	100	25.141	40.3009541984733	31.333	727	70	303.381679389313	241
GCA_015219925.1_ASM1521992v1	9	2	0	0	MRSA	140	1450	50.1	229.008571428571	114	2.81e-06	0	2.26423371537045e-08	5.935e-30	100	25.045	39.8739642857143	31.293	728	70	309.085714285714	252.5
GCA_015220695.1_ASM1522069v1	17	2	1	0	MRSA	132	1383	50.1	221.27803030303	116	2.71e-06	0	2.7549103334747e-08	2.72e-30	100	25.141	40.2103409090909	31.2765	727	70	302.833333333333	240.5
GCA_015290965.1_ASM1529096v1	10	0	0	0	MSSA	137	1445	51.6	216.786861313869	114	2.35e-07	0	2.893171516891e-09	5.03e-30	100	25.141	39.829802919708	30.962	710	70	300.846715328467	243
GCA_015475575.1_ASM1547557v1	10	0	1	0	MRSA	135	1452	51.2	219.178518518519	113	5.76e-07	0	5.47063487825514e-09	1.15e-29	100	25.235	39.6040814814815	31.333	710	70	302.348148148148	240
GCA_015732455.1_ASM1573245v1	10	1	0	0	MRSA	129	1383	50.1	222.014728682171	114	2.98e-06	0	2.8441636272323e-08	4.75e-30	100	25.104	39.3908914728682	31.169	721	70	307.364341085271	243
GCA_015767475.1_ASM1576747v1	11	1	1	0	MRSA	135	1446	50.1	218.625925925926	113	3.03e-06	0	2.91212666183744e-08	1.15e-29	100	25.141	39.2984518518519	31.132	710	70	306.503703703704	246
GCA_015767495.1_ASM1576749v1	17	1	1	0	MRSA	130	1452	50.1	226.197692307692	119	3.03e-06	0	2.5689202726012e-08	4.34e-31	100	25.07	39.8644538461538	30.9525	727	70	310.2	248
GCA_015774835.1_ASM1577483v1	8	0	0	0	MSSA	128	1442	50.4	225.37265625	115.5	2.02e-06	0	1.6968897232791e-08	3.015e-30	100	25.141	39.9890625	31.2685	728	70	308.5703125	243
GCA_015774855.1_ASM1577485v1	8	0	0	0	MSSA	129	1441	50.4	224.648062015504	113	2.02e-06	0	1.66576476414245e-08	4.58e-30	100	25.141	39.9298139534884	31.25	728	70	306.348837209302	243
GCA_015999445.1_ASM1599944v1	15	1	0	0	MRSA	135	1451	50.1	220.780740740741	114	2.64e-06	0	2.32003640757002e-08	4.75e-30	100	25.275	39.5428666666667	31.336	728	70	305.407407407407	241
GCA_016413725.1_ASM1641372v1	8	0	0	0	MSSA	128	1453	50.1	226.59921875	115.5	2.71e-06	0	2.65638154843021e-08	2.7285e-30	100	25.141	39.9978046875	31.3065	728	70	309.4296875	244.5
GCA_016415205.2_ASM1641520v2	8	0	0	0	MSSA	129	1441	50.4	224.672868217054	113	2.02e-06	0	1.67902057809594e-08	4.58e-30	100	25.141	39.9221550387597	31.25	728	70	306.356589147287	243
GCA_016496025.1_ASM1649602v1	12	1	1	0	MRSA	152	1451	53.5	201.671710526316	107	1.43e-07	0	2.82342580033045e-09	2.25e-26	100	25.234	38.7849473684211	31.863	710	70	281.980263157895	236
GCA_016591995.1_ASM1659199v1	15	1	1	0	MRSA	136	1445	50.1	218.280147058824	113	2.98e-06	0	2.83207708294141e-08	9.31e-30	100	25.137	39.3843308823529	31.195	728	70	301.522058823529	240
GCA_016889145.1_ASM1688914v1	15	1	0	0	MRSA	139	1452	51.2	215.102158273381	113	5.76e-07	0	6.92471732780175e-09	1.15e-29	100	25.235	39.3583525179856	31.25	710	70	299.73381294964	240
GCA_016894285.1_ASM1689428v1	10	1	0	0	MRSA	133	1447	53.9	221.998496240601	113	5.69e-08	0	1.47102113970586e-09	1.15e-29	100	25.135	39.6055187969925	31.336	727	70	308.270676691729	243
GCA_017161095.1_ASM1716109v1	8	0	0	0	MSSA	132	1437	50.1	222.924242424242	114	2.98e-06	0	2.54835588351063e-08	4.89e-30	100	25.141	39.8373257575758	31.603	710	70	305.128787878788	242
GCA_018093065.1_ASM1809306v1	9	1	0	0	MRSA	135	1434	50.1	217.366666666667	113	2.81e-06	0	4.95445509669628e-08	1.15e-29	100	25.275	39.6363777777778	31.22	727	70	298.044444444444	241
GCA_018093105.1_ASM1809310v1	10	1	0	0	MRSA	131	1383	50.1	219.812977099237	113	2.98e-06	0	2.5354207241799e-08	8.58e-30	100	25.235	39.2949923664122	31.25	696	70	303.06106870229	241
GCA_018135565.1_ASM1813556v1	12	1	1	0	MRSA	126	1452	50.1	229.961111111111	119.5	3.03e-06	0	3.50467156133458e-08	3.21e-31	100	25.07	40.2569285714286	31.106	727	70	310.865079365079	248
GCA_018141385.1_ASM1814138v1	10	1	0	0	MRSA	127	1452	50.1	228.138582677165	119	3.03e-06	0	3.47707744439493e-08	4.87e-31	100	25.07	40.1837795275591	30.962	727	70	309.385826771654	246
GCA_018336515.1_ASM1833651v1	16	1	1	0	MRSA	136	1395	50.1	217.623529411765	112.5	2.98e-06	0	2.4632059321974e-08	3.06e-29	100	25.137	39.4970220588235	31.293	728	70	301.294117647059	240.5
GCA_018399115.1_ASM1839911v1	11	1	0	0	MRSA	140	1433	50.1	213.350714285714	112.5	2.91e-06	0	2.33547406685117e-08	2.595e-29	100	25.052	39.5046357142857	30.9525	710	70	296.757142857143	239.5
GCA_018409145.1_ASM1840914v1	18	1	1	0	MRSA	137	1445	50.1	217.297080291971	113	2.98e-06	0	2.56431739620625e-08	7.12e-30	100	25.137	39.1972408759124	30.943	728	70	303.021897810219	241
GCA_018987325.1_ASM1898732v1	14	1	1	0	MRSA	129	1448	50.1	226.493798449612	119	3.03e-06	0	2.58836081737152e-08	4.87e-31	100	25.07	39.9556279069767	30.962	727	70	309.426356589147	246
GCA_019334585.1_ASM1933458v1	10	0	0	0	MSSA	131	1451	50.1	223.31679389313	114	2.71e-06	0	2.61865687863383e-08	4.75e-30	100	25.235	39.7821145038168	31.25	710	70	305.908396946565	241
GCA_019550875.1_ASM1955087v1	11	1	1	0	MRSA	130	1451	50.1	224.001538461538	115	3.06e-06	0	3.04390001277306e-08	2.26e-30	100	25.141	39.8709692307692	31.2765	710	70	306.623076923077	242
GCA_019551315.1_ASM1955131v1	14	0	1	0	MRSA	136	1445	50.1	217.753676470588	113	2.98e-06	0	2.58905574446712e-08	9.31e-30	100	25.137	39.3348676470588	30.9525	728	70	301.772058823529	240.5
GCA_019551415.1_ASM1955141v1	16	1	1	0	MRSA	135	1445	50.1	219.314814814815	113	2.98e-06	0	2.57789246873577e-08	7.12e-30	100	25.137	39.4363925925926	31.14	728	70	303.362962962963	241
GCA_019653615.1_ASM1965361v1	11	0	1	0	MRSA	129	1452	51.2	222.689147286822	114	4.54e-07	0	4.62631163142345e-09	8.58e-30	100	25.235	40.4567984496124	31.333	710	70	300.015503875969	241
GCA_019669245.1_ASM1966924v1	14	1	1	0	MRSA	128	1452	50.1	227.8359375	118.5	3.03e-06	0	3.45082683937281e-08	4.34e-31	100	25.26	40.1410859375	31.106	727	70	310.3046875	248
GCA_019669385.1_ASM1966938v1	10	1	0	0	MRSA	128	1452	50.1	227.128125	118.5	3.03e-06	0	3.45082683937145e-08	1.7385e-30	100	25.26	40.1550390625	31.106	727	70	308.71875	244.5
GCA_019915405.1_ASM1991540v1	8	0	0	0	MSSA	136	1424	50.1	216.784558823529	112.5	2.71e-06	0	2.51791511575892e-08	7.955e-29	100	25.275	39.0834852941177	30.9095	728	70	299.838235294118	240.5
GCA_019915425.1_ASM1991542v1	10	1	0	0	MRSA	141	1436	50.1	213.194326241135	112	2.91e-06	0	2.3189095275015e-08	6.38e-29	100	25.052	38.9702127659574	30.802	710	70	297.631205673759	239
GCA_019915585.1_ASM1991558v1	14	1	1	0	MRSA	132	1453	51.2	221.926515151515	114	6.73e-07	0	1.18946005528617e-08	5.5e-30	100	25.141	39.9669848484848	31.3345	710	61	303.522727272727	242
GCA_020023695.1_ASM2002369v1	10	1	0	0	MRSA	134	1453	50.1	219.360447761194	113.5	3.06e-06	0	2.95307456491209e-08	9.31e-30	100	25.141	40.0564701492537	31.2765	710	31	301.559701492537	241
GCA_020025335.1_ASM2002533v1	10	1	0	0	MRSA	131	1451	51.2	223.870229007634	115	5.76e-07	0	5.51861339507121e-09	2.57e-30	100	25.235	39.8744809160305	31.333	710	70	305.022900763359	241
GCA_020025495.1_ASM2002549v1	10	1	0	0	MRSA	131	1451	51.2	223.870229007634	115	5.76e-07	0	5.51861339507121e-09	2.57e-30	100	25.235	39.8744809160305	31.333	710	70	305.022900763359	241
GCA_020025645.1_ASM2002564v1	10	1	0	0	MRSA	131	1451	51.2	223.870229007634	115	5.76e-07	0	5.51861339507121e-09	2.57e-30	100	25.235	39.8744809160305	31.333	710	70	305.022900763359	241
GCA_020025995.1_ASM2002599v1	10	1	0	0	MRSA	131	1451	51.2	223.870229007634	115	5.76e-07	0	5.51861339507121e-09	2.57e-30	100	25.235	39.8744809160305	31.333	710	70	305.022900763359	241
GCA_020034535.1_ASM2003453v1	14	1	1	0	MRSA	136	1431	51.2	218.267647058824	116	5.46e-07	0	4.5497117915292e-09	8.165e-30	100	25.181	39.4127132352941	31.2915	722	70	304.683823529412	244.5
GCA_020042725.1_ASM2004272v1	14	1	1	0	MRSA	130	1441	50.4	225.075384615385	118.5	2.02e-06	0	2.10194855902865e-08	8.74e-31	100	25.141	39.7622923076923	31.2685	727	70	309.615384615385	243
GCA_020097755.1_ASM2009775v1	12	1	1	0	MRSA	129	1452	50.1	226.931007751938	119	3.03e-06	0	3.42351639100423e-08	4.87e-31	100	25.26	40.0864341085271	31.25	727	70	309.418604651163	246
GCA_020150575.1_ASM2015057v1	15	2	0	0	MRSA	133	1451	51.2	221.245112781955	113	5.76e-07	0	7.32376370979323e-09	8.58e-30	100	25.235	39.6151879699248	30.962	710	70	304.338345864662	240
GCA_020177155.3_ASM2017715v3	17	1	1	0	MRSA	133	1450	50.1	219.395488721804	114	2.71e-06	0	3.09245236079119e-08	4.41e-30	100	25.141	40.0871052631579	30.962	728	70	302.466165413534	240
GCA_020386595.1_ASM2038659v1	9	0	0	0	MSSA	134	1445	50.1	220.219402985075	113.5	2.98e-06	0	2.75444365521129e-08	6.075e-30	100	25.137	39.5155597014925	31.195	728	70	304.783582089552	242
GCA_020388095.1_ASM2038809v1	9	0	0	0	MSSA	133	1445	50.1	221.440601503759	114	2.98e-06	0	2.76872518645348e-08	5.03e-30	100	25.137	39.621015037594	31.25	728	70	305.541353383459	243
GCA_020388115.1_ASM2038811v1	9	0	0	0	MSSA	134	1445	50.1	220.219402985075	113.5	2.98e-06	0	2.75444365521129e-08	6.075e-30	100	25.137	39.5155597014925	31.195	728	70	304.783582089552	242
GCA_020388155.1_ASM2038815v1	9	0	0	0	MSSA	134	1445	50.1	220.219402985075	113.5	2.98e-06	0	2.75444365521129e-08	6.075e-30	100	25.137	39.5155597014925	31.195	728	70	304.783582089552	242
GCA_020388175.1_ASM2038817v1	9	0	0	0	MSSA	134	1445	50.1	220.219402985075	113.5	2.98e-06	0	2.75444365521129e-08	6.075e-30	100	25.137	39.5155597014925	31.195	728	70	304.783582089552	242
GCA_020388215.1_ASM2038821v1	9	0	0	0	MSSA	134	1445	50.1	220.219402985075	113.5	2.98e-06	0	2.75444365521129e-08	6.075e-30	100	25.137	39.5155597014925	31.195	728	70	304.783582089552	242
GCA_020388235.1_ASM2038823v1	8	0	0	0	MSSA	138	1441	50.4	215.651449275362	113	2.02e-06	0	2.07758195081611e-08	8.04e-30	100	25.141	39.4702246376812	31.2685	727	63	301.565217391304	240.5
GCA_020388255.1_ASM2038825v1	8	0	0	0	MSSA	133	1441	50.4	220.321804511278	113	2.02e-06	0	2.14658505723777e-08	1.15e-29	100	25.141	39.8366541353383	31.287	727	51	302.789473684211	241
GCA_020388295.1_ASM2038829v1	8	0	0	0	MSSA	131	1441	50.4	223.736641221374	119	2.02e-06	0	2.12361307337881e-08	3.18e-31	100	25.141	39.7411984732824	31.287	727	70	307.419847328244	241
GCA_020388315.1_ASM2038831v1	8	0	0	0	MSSA	129	1441	50.4	225.135658914729	118	2.02e-06	0	2.1565373070746e-08	1.43e-30	100	25.141	39.8251162790698	31.25	727	70	308.906976744186	243
GCA_020388355.1_ASM2038835v1	11	1	0	0	MRSA	131	1451	50.1	223.337404580153	114	2.71e-06	0	2.61865738080185e-08	4.75e-30	100	25.137	39.7832442748092	31.25	710	70	305.793893129771	241
GCA_020388555.1_ASM2038855v1	11	2	0	0	MRSA	131	1451	50.1	223.329770992366	114	2.71e-06	0	2.61865738080185e-08	4.75e-30	100	25.137	39.7832442748092	31.25	710	70	305.793893129771	241
GCA_020388695.1_ASM2038869v1	11	3	0	0	MRSA	131	1451	50.1	223.337404580153	114	2.71e-06	0	2.61865738080185e-08	4.75e-30	100	25.137	39.7832442748092	31.25	710	70	305.793893129771	241
GCA_020388715.1_ASM2038871v1	9	0	0	0	MSSA	130	1451	51.2	224.731538461538	116	5.76e-07	0	5.56104394657329e-09	2.732e-30	100	25.235	39.9190615384615	31.2915	710	70	306.192307692308	242
GCA_020388765.1_ASM2038876v1	9	0	0	0	MSSA	130	1451	51.2	224.739230769231	116	5.76e-07	0	5.56104394657329e-09	2.732e-30	100	25.235	39.9190615384615	31.2915	710	70	306.192307692308	242
GCA_020388805.1_ASM2038880v1	8	0	0	0	MSSA	138	1423	50.1	214.527536231884	112.5	2.71e-06	0	2.4814256297557e-08	6.835e-29	100	25.275	39.4624710144928	30.9095	728	70	296.521739130435	240
GCA_020388825.1_ASM2038882v1	8	0	0	0	MSSA	138	1423	50.1	214.527536231884	112.5	2.71e-06	0	2.48128070221947e-08	6.835e-29	100	25.275	39.4624710144928	30.9095	728	70	296.521739130435	240
GCA_020388885.1_ASM2038888v1	9	3	0	0	MRSA	141	1423	50.1	212.303546099291	112	2.71e-06	0	2.4286293397609e-08	4.97e-29	100	25.275	39.3392907801418	31.068	728	70	294.382978723404	240
GCA_020388905.1_ASM2038890v1	10	1	0	0	MRSA	145	1436	50.1	208.509655172414	110	2.91e-06	0	2.24968520112491e-08	5.32e-28	100	25.052	38.8974827586207	30.909	710	66	293.606896551724	238
GCA_020388965.1_ASM2038896v1	10	1	0	0	MRSA	130	1449	50.1	224.137692307692	118	2.98e-06	0	2.81570852302373e-08	5.445e-31	100	25.235	40.4222692307692	31.2875	710	70	304.630769230769	244.5
GCA_020389005.1_ASM2038900v1	8	0	0	0	MSSA	131	1440	50.1	223.09465648855	114	2.98e-06	0	2.82571035466931e-08	4.75e-30	100	25.141	39.8633664122137	31.333	728	70	304.229007633588	241
GCA_020389025.2_ASM2038902v2	10	1	0	0	MRSA	130	1449	50.1	224.137692307692	118	2.98e-06	0	2.81570852302373e-08	5.445e-31	100	25.235	40.4222692307692	31.2875	710	70	304.630769230769	244.5
GCA_020389165.1_ASM2038916v1	8	0	0	0	MSSA	131	1440	50.1	223.09465648855	114	2.98e-06	0	2.82571035466931e-08	4.75e-30	100	25.141	39.8633664122137	31.333	728	70	304.229007633588	241
GCA_020389265.1_ASM2038926v1	10	1	0	0	MRSA	130	1449	50.1	224.137692307692	118	2.98e-06	0	2.81570852302373e-08	5.445e-31	100	25.235	40.4222692307692	31.2875	710	70	304.630769230769	244.5
GCA_020389325.1_ASM2038932v1	9	0	0	0	MSSA	128	1452	50.1	225.72890625	113.5	3.03e-06	0	2.7587103706106e-08	3.415e-30	100	25.26	40.1578828125	31.2915	727	53	306.3671875	243
GCA_020389425.1_ASM2038942v1	9	0	0	0	MSSA	128	1452	50.1	225.72890625	113.5	3.03e-06	0	2.7587103706106e-08	3.415e-30	100	25.26	40.1578828125	31.2915	727	53	306.3671875	243
GCA_020389485.1_ASM2038948v1	8	0	0	0	MSSA	138	1422	50.1	214.003623188406	112.5	2.71e-06	0	2.47836041031312e-08	6.835e-29	100	25.275	39.0272898550725	30.9095	728	70	296.384057971014	240.5
GCA_020389545.1_ASM2038954v1	8	0	0	0	MSSA	138	1422	50.1	214.003623188406	112.5	2.71e-06	0	2.47836041031312e-08	6.835e-29	100	25.275	39.0272898550725	30.9095	728	70	296.384057971014	240.5
GCA_020389565.1_ASM2038956v1	8	0	0	0	MSSA	138	1422	50.1	214.003623188406	112.5	2.71e-06	0	2.47836041031312e-08	6.835e-29	100	25.275	39.0272898550725	30.9095	728	70	296.384057971014	240.5
GCA_020526105.1_ASM2052610v1	9	0	0	0	MSSA	134	1442	51.2	220.34552238806	114	5.76e-07	0	6.05179028201826e-09	4.6e-30	100	25.137	40.0841940298507	31.2915	728	70	303.686567164179	243
GCA_020702515.2_ASM2070251v2	14	1	1	0	MRSA	130	1441	50.4	224.096923076923	115.5	2.02e-06	0	2.10294855904142e-08	3.005e-30	100	25.141	39.7859923076923	31.2685	727	70	307.676923076923	242
GCA_020702545.2_ASM2070254v2	14	1	1	0	MRSA	129	1448	50.1	227.682945736434	119	3.03e-06	0	3.42161889571924e-08	3.81e-31	100	25.26	40.0345968992248	30.947	727	70	311.209302325581	250
GCA_020702575.2_ASM2070257v2	10	1	1	0	MRSA	128	1452	50.1	227.14140625	118.5	3.03e-06	0	3.4499127768606e-08	3.415e-30	100	25.26	40.137234375	31.106	727	70	307.78125	244.5
GCA_020702615.2_ASM2070261v2	10	1	1	0	MRSA	128	1452	50.1	227.18828125	118.5	3.03e-06	0	3.4499127768606e-08	3.415e-30	100	25.26	40.1379453125	31.106	727	70	307.8984375	244.5
GCA_020886635.1_ASM2088663v1	10	1	0	0	MRSA	135	1424	50.1	218.318518518519	113	2.71e-06	0	2.53656236286695e-08	4.97e-29	100	25.275	39.2843407407407	31.218	728	70	301.511111111111	241
GCA_020887155.1_ASM2088715v1	12	1	1	0	MRSA	136	1427	50.1	216.926470588235	112	9.6e-07	0	1.2884531362786e-08	7.765e-29	100	25.083	39.3878970588235	31.235	710	68	301.242647058824	241.5
GCA_020887215.1_ASM2088721v1	9	1	0	0	MRSA	135	1427	50.1	218.023703703704	112	9.6e-07	0	1.33332455207019e-08	6.38e-29	100	25.083	39.3453111111111	31.169	710	70	301.355555555556	241
GCA_020889645.1_ASM2088964v1	8	0	0	0	MSSA	128	1442	50.4	226.39453125	118.5	2.02e-06	0	1.69360847323725e-08	9.1e-31	100	25.141	40.022375	31.3115	728	70	309.2265625	243
GCA_020889665.1_ASM2088966v1	9	0	0	0	MSSA	135	1441	50.8	218.06962962963	113	8.98e-07	0	1.09428652721764e-08	1.15e-29	100	25.034	39.9830740740741	31.25	727	70	300.525925925926	241
GCA_020906975.2_ASM2090697v2	12	1	0	0	MRSA	137	1445	50.1	217.286131386861	113	2.98e-06	0	2.79047775379072e-08	1.15e-29	100	25.141	39.2351313868613	30.943	710	70	302.656934306569	241
GCA_020985245.1_ASM2098524v1	9	0	0	0	MSSA	131	1451	51.2	223.441221374046	114	5.76e-07	0	5.63542369007633e-09	4.75e-30	100	25.235	39.8173816793893	31.25	710	70	305.809160305344	241
GCA_020997495.1_ASM2099749v1	15	1	1	0	MRSA	140	1445	50.1	212.274285714286	113	2.98e-06	0	2.41697376841883e-08	9.31e-30	100	25.137	40.1595428571429	31.2685	728	70	294.771428571429	239.5
GCA_020997515.1_ASM2099751v1	19	1	1	0	MRSA	138	1445	50.1	215.876811594203	113.5	2.98e-06	0	2.45199625564229e-08	6.075e-30	100	25.137	39.7421884057971	31.0825	728	70	300.644927536232	242
GCA_021172845.1_ASM2117284v1	9	1	0	0	MRSA	135	1424	50.1	218.365185185185	113	2.71e-06	0	2.53289559929549e-08	4.97e-29	100	25.275	39.2554814814815	31.068	728	70	301.77037037037	241
GCA_021172865.1_ASM2117286v1	12	3	0	0	MRSA	139	1436	50.1	214.726618705036	112	2.91e-06	0	2.69292376248281e-08	6.38e-29	100	25.052	39.0689856115108	30.802	710	70	298.827338129496	240
GCA_021172905.1_ASM2117290v1	17	1	1	0	MRSA	137	1445	50.1	218.20802919708	113	2.98e-06	0	2.87332207154694e-08	7.12e-30	100	25.137	39.2399635036496	31.14	728	70	304.576642335766	243
GCA_021172925.1_ASM2117292v1	11	2	1	0	MRSA	138	1450	51.2	215.652898550725	112.5	5.76e-07	0	5.35170803318438e-09	2.63e-29	100	25.235	39.5909202898551	31.4575	710	70	298.086956521739	238.5
GCA_021172945.1_ASM2117294v1	15	1	1	0	MRSA	136	1445	50.1	218.214705882353	113	2.98e-06	0	2.87542977778918e-08	9.31e-30	100	25.137	39.3634191176471	31.195	728	70	303.191176470588	240.5
GCA_021249285.1_ASM2124928v1	11	1	1	0	MRSA	130	1446	50.4	224.921538461538	115	1.92e-06	0	1.99982342443009e-08	2.732e-30	100	25.135	39.9748307692308	31.404	728	70	308.269230769231	246
GCA_021390135.1_ASM2139013v1	9	0	0	0	MSSA	131	1451	50.1	223.395419847328	114	2.71e-06	0	2.61865684370262e-08	4.75e-30	100	25.137	39.7845648854962	31.25	710	70	305.885496183206	241
GCA_021491715.1_ASM2149171v1	9	0	0	0	MSSA	134	1445	50.1	220.276865671642	113.5	2.98e-06	0	2.75593619243807e-08	6.075e-30	100	25.141	39.5036417910448	31.195	710	70	304.597014925373	243
GCA_021491735.1_ASM2149173v1	9	0	0	0	MSSA	134	1445	50.1	220.276865671642	113.5	2.98e-06	0	2.75593619243807e-08	6.075e-30	100	25.141	39.5036417910448	31.195	710	70	304.597014925373	243
GCA_021513355.1_ASM2151335v1	9	1	0	0	MRSA	129	1441	50.4	225.237209302326	118	2.02e-06	0	2.11925048584283e-08	1.43e-30	100	25.141	39.8262325581395	31.25	727	70	308.961240310078	243
GCA_021869805.1_ASM2186980v1	14	0	1	0	MRSA	136	1445	50.1	218.025	113	2.98e-06	0	2.4868050242387e-08	9.31e-30	100	25.137	39.3922279411765	31.051	728	70	302.558823529412	242
GCA_022221525.1_ASM2222152v1	19	1	1	0	MRSA	139	1446	50.1	216.463309352518	113	3.03e-06	0	2.81424323164788e-08	8.58e-30	100	25.141	38.9830287769784	30.947	710	70	307.187050359712	251
GCA_022226975.1_ASM2222697v1	8	0	0	0	MSSA	135	1424	50.1	218.041481481481	113	2.71e-06	0	2.53656431780752e-08	4.83e-29	100	25.275	39.2017555555556	30.943	728	70	301.37037037037	241
GCA_022369535.1_ASM2236953v1	10	2	0	0	MRSA	134	1447	53.9	220.989552238806	113.5	5.69e-08	0	1.54287918766119e-09	4.96e-30	100	25.135	39.6516791044776	31.4575	727	70	305.141791044776	242
GCA_022369595.1_ASM2236959v1	15	1	1	0	MRSA	137	1452	51.2	217.167153284672	113	5.76e-07	0	7.02580808917112e-09	4.11e-29	100	25.235	39.4246934306569	31.25	710	70	300.985401459854	240
GCA_022385275.1_ASM2238527v1	13	1	0	0	MRSA	130	1441	50.4	223.24	116	2.02e-06	0	2.1029485590301e-08	3.005e-30	100	25.141	40.3134923076923	31.2685	727	70	305.6	242
GCA_022404575.1_ASM2240457v1	14	1	0	0	MRSA	133	1452	51.2	220.901503759399	113	5.76e-07	0	7.23711062694947e-09	8.58e-30	100	25.235	39.6110676691729	30.962	710	70	304.300751879699	240
GCA_022404595.1_ASM2240459v1	9	1	0	0	MRSA	130	1451	50.1	224.567692307692	115	2.71e-06	0	2.61997775348744e-08	2.7285e-30	100	25.141	39.8313769230769	31.3065	728	70	308.184615384615	243
GCA_022404615.1_ASM2240461v1	15	1	1	0	MRSA	137	1452	51.2	217.150364963504	113	5.76e-07	0	7.02580811222222e-09	4.11e-29	100	25.235	39.4011678832117	31.25	710	70	301.080291970803	240
GCA_022404635.1_ASM2240463v1	9	1	0	0	MRSA	136	1424	50.1	216.866911764706	112.5	2.71e-06	0	2.57850134490139e-08	5.675e-29	100	25.131	39.1736911764706	31.143	728	70	301.654411764706	241
GCA_022404675.1_ASM2240467v1	10	1	0	0	MRSA	131	1452	51.2	223.451908396947	114	5.76e-07	0	5.63767697087236e-09	4.75e-30	100	25.235	39.7912748091603	31.25	710	70	306.343511450382	243
GCA_022404695.1_ASM2240469v1	9	1	0	0	MRSA	130	1453	50.1	224.590769230769	115	2.71e-06	0	2.61928544561821e-08	2.7285e-30	100	25.141	39.8332307692308	31.3065	728	70	308.184615384615	243
GCA_022404735.1_ASM2240473v1	8	0	0	0	MSSA	129	1453	50.1	225.440310077519	116	2.71e-06	0	2.64028765855323e-08	7.07e-31	100	25.141	39.876992248062	31.28	728	70	309.054263565891	243
GCA_022404755.1_ASM2240475v1	9	1	0	0	MRSA	130	1453	50.1	224.583846153846	115	2.71e-06	0	2.75198544723635e-08	2.7735e-30	100	25.141	39.8539846153846	31.3065	728	70	307.3	243
GCA_022404775.1_ASM2240477v1	9	1	0	0	MRSA	131	1453	50.1	222.564122137405	116	2.71e-06	0	2.59961209124708e-08	7.07e-31	100	25.141	40.2044045801527	31.28	728	70	306.541984732824	243
GCA_022405055.1_ASM2240505v1	10	1	0	0	MRSA	134	1447	53.9	220.977611940299	113.5	5.69e-08	0	1.54287919142238e-09	4.96e-30	100	25.135	39.6485597014925	31.4575	727	70	305.126865671642	242
GCA_022405145.1_ASM2240514v1	10	1	1	0	MRSA	135	1451	50.1	219.425185185185	113	2.64e-06	0	2.72474225933002e-08	7.12e-30	100	25.14	39.5525259259259	31.336	728	70	304.888888888889	241
GCA_022405205.1_ASM2240520v1	9	0	0	0	MSSA	133	1445	50.1	221.313533834586	114	2.98e-06	0	2.77202593819146e-08	7.12e-30	100	25.137	39.6048872180451	31.25	728	70	304.360902255639	243
