##  See ftp://ftp.ncbi.nlm.nih.gov/genomes/README_assembly_summary.txt for a description of the columns in this file.
#assembly_accession	bioproject	biosample	taxid	species_taxid	organism_name	infraspecific_name	version_status	assembly_level	ftp_path	genome_size	genome_size_ungapped	gc_percent	total_gene_count	protein_coding_gene_count
GCA_019669245.1	PRJDB11000	SAMD00269943	1280	1280	Staphylococcus aureus	strain=N1195	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/669/245/GCA_019669245.1_ASM1966924v1	2853441	2853441	33.000000	2765	2684
GCA_019669385.1	PRJDB11000	SAMD00269945	1280	1280	Staphylococcus aureus	strain=S36	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/669/385/GCA_019669385.1_ASM1966938v1	2777124	2777124	33.000000	2669	2588
GCA_019551315.1	PRJNA693997	SAMN17301234	1280	1280	Staphylococcus aureus	strain=HL18807	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/551/315/GCA_019551315.1_ASM1955131v1	2903929	2903929	33.000000	2907	2752
GCA_019551415.1	PRJNA693997	SAMN17301238	1280	1280	Staphylococcus aureus	na	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/551/415/GCA_019551415.1_ASM1955141v1	2937977	2937977	33.000000	2970	2807
GCA_023278065.1	PRJNA640386	SAMN15314852	1280	1280	Staphylococcus aureus	strain=SH1000	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/278/065/GCA_023278065.1_ASM2327806v1	2697590	2697590	33.000000	2651	2524
GCA_019653615.1	PRJNA739061	SAMN19770946	1280	1280	Staphylococcus aureus	strain=RGB-095930	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/653/615/GCA_019653615.1_ASM1965361v1	2904556	2904556	33.000000	2928	2749
GCA_019738975.1	PRJNA751845	SAMN20550080	1280	1280	Staphylococcus aureus	strain=SQL1	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/738/975/GCA_019738975.1_ASM1973897v1	2906887	2906887	33.000000	2919	2760
GCA_019915425.1	PRJNA754843	SAMN20982455	1280	1280	Staphylococcus aureus	strain=SCAID WND1-2021 (598)	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/915/425/GCA_019915425.1_ASM1991542v1	2889511	2889511	33.000000	2872	2692
GCA_019915585.1	PRJNA752931	SAMN20667806	1280	1280	Staphylococcus aureus	strain=HL24830	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/915/585/GCA_019915585.1_ASM1991558v1	2926847	2926847	33.000000	2932	2793
GCA_020034535.1	PRJNA752928	SAMN20667807	1280	1280	Staphylococcus aureus	strain=HL25274	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/020/034/535/GCA_020034535.1_ASM2003453v1	2913602	2913602	33.000000	2877	2703
GCA_020003145.1	PRJNA739990	SAMN19812812	1280	1280	Staphylococcus aureus	strain=UMCG578	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/020/003/145/GCA_020003145.1_ASM2000314v1	2875562	2875562	33.000000	2819	2648
GCA_020025995.1	PRJNA470993	SAMN19128535	1280	1280	Staphylococcus aureus	strain=ER15890.3A	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/020/025/995/GCA_020025995.1_ASM2002599v1	2782152	2782152	33.000000	2776	2628
GCA_020026135.1	PRJNA470993	SAMN19128534	1280	1280	Staphylococcus aureus	strain=ER15889.6A	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/020/026/135/GCA_020026135.1_ASM2002613v1	2750492	2750492	33.000000	2709	2569
GCA_020042725.1	PRJNA762640	SAMN21399875	1280	1280	Staphylococcus aureus	strain=DC.RB_015	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/020/042/725/GCA_020042725.1_ASM2004272v1	2817539	2817539	33.000000	2763	2612
GCA_019915405.1	PRJNA754843	SAMN20982456	1280	1280	Staphylococcus aureus	strain=SCAID OTT1-2021 (597/2)	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/915/405/GCA_019915405.1_ASM1991540v1	2771008	2771008	33.000000	2717	2550
GCA_020025645.1	PRJNA470993	SAMN19128537	1280	1280	Staphylococcus aureus	strain=ER15890.5A	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/020/025/645/GCA_020025645.1_ASM2002564v1	2782152	2782152	33.000000	2776	2628
GCA_020025805.1	PRJNA470993	SAMN19128536	1280	1280	Staphylococcus aureus	strain=ER15890.4A	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/020/025/805/GCA_020025805.1_ASM2002580v1	2782093	2782093	33.000000	2774	2624
GCA_020003165.1	PRJNA739993	SAMN19813410	1280	1280	Staphylococcus aureus	strain=NL1	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/020/003/165/GCA_020003165.1_ASM2000316v1	2942067	2942067	33.000000	2908	2743
GCA_020025335.1	PRJNA470993	SAMN19128539	1280	1280	Staphylococcus aureus	strain=ER15890.8A	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/020/025/335/GCA_020025335.1_ASM2002533v1	2782153	2782153	33.000000	2776	2627
GCA_020025495.1	PRJNA470993	SAMN19128538	1280	1280	Staphylococcus aureus	strain=ER15890.6A	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/020/025/495/GCA_020025495.1_ASM2002549v1	2782152	2782152	33.000000	2776	2628
GCA_020150575.1	PRJNA470993	SAMN12330970	1280	1280	Staphylococcus aureus	strain=pt153	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/020/150/575/GCA_020150575.1_ASM2015057v1	2884548	2884548	33.000000	2934	2765
GCA_020150915.1	PRJNA761445	SAMN21341543	1280	1280	Staphylococcus aureus	strain=MR254	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/020/150/915/GCA_020150915.1_ASM2015091v1	2867499	2867499	33.000000	2883	2731
GCA_020388555.1	PRJNA732579	SAMN19550049	1280	1280	Staphylococcus aureus	strain=358	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/020/388/555/GCA_020388555.1_ASM2038855v1	2926152	2926152	32.500000	2946	2790
GCA_020388715.1	PRJNA732579	SAMN19550045	1280	1280	Staphylococcus aureus	strain=334	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/020/388/715/GCA_020388715.1_ASM2038871v1	2745573	2745573	33.000000	2725	2584
GCA_020388735.1	PRJNA732579	SAMN19550044	1280	1280	Staphylococcus aureus	strain=333	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/020/388/735/GCA_020388735.1_ASM2038873v1	2840121	2840121	33.000000	2804	2621
GCA_020388825.1	PRJNA732579	SAMN19550040	1280	1280	Staphylococcus aureus	strain=327	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/020/388/825/GCA_020388825.1_ASM2038882v1	2764236	2764236	33.000000	2747	2594
GCA_020388965.1	PRJNA732579	SAMN19550033	1280	1280	Staphylococcus aureus	strain=282	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/020/388/965/GCA_020388965.1_ASM2038896v1	2732780	2732780	33.000000	2679	2539
GCA_020389485.1	PRJNA732579	SAMN19550023	1280	1280	Staphylococcus aureus	strain=198	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/020/389/485/GCA_020389485.1_ASM2038948v1	2754401	2754401	33.000000	2716	2564
GCA_020389545.1	PRJNA732579	SAMN19550020	1280	1280	Staphylococcus aureus	strain=195	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/020/389/545/GCA_020389545.1_ASM2038954v1	2754414	2754414	33.000000	2716	2556
GCA_020388075.1	PRJNA732579	SAMN19550065	1280	1280	Staphylococcus aureus	strain=N5	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/020/388/075/GCA_020388075.1_ASM2038807v1	2766976	2766976	33.000000	2736	2599
GCA_020388175.1	PRJNA732579	SAMN19550060	1280	1280	Staphylococcus aureus	strain=AC6	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/020/388/175/GCA_020388175.1_ASM2038817v1	2766990	2766990	33.000000	2736	2597
GCA_020388275.1	PRJNA732579	SAMN19550055	1280	1280	Staphylococcus aureus	strain=370	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/020/388/275/GCA_020388275.1_ASM2038827v1	2838117	2838117	33.000000	2779	2609
GCA_020388395.1	PRJNA732579	SAMN19550050	1280	1280	Staphylococcus aureus	strain=359	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/020/388/395/GCA_020388395.1_ASM2038839v1	2884333	2884333	32.500000	2896	2751
GCA_020388675.1	PRJNA732579	SAMN19550047	1280	1280	Staphylococcus aureus	strain=356	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/020/388/675/GCA_020388675.1_ASM2038867v1	2930327	2930327	32.500000	2946	2799
GCA_020388695.1	PRJNA732579	SAMN19550046	1280	1280	Staphylococcus aureus	strain=355	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/020/388/695/GCA_020388695.1_ASM2038869v1	2912691	2912691	32.500000	2932	2781
GCA_020388785.1	PRJNA732579	SAMN19550042	1280	1280	Staphylococcus aureus	strain=329	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/020/388/785/GCA_020388785.1_ASM2038878v1	2877025	2877025	33.000000	2835	2659
GCA_020388805.1	PRJNA732579	SAMN19550041	1280	1280	Staphylococcus aureus	strain=328	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/020/388/805/GCA_020388805.1_ASM2038880v1	2764234	2764234	33.000000	2746	2594
GCA_020389165.1	PRJNA732579	SAMN19550029	1280	1280	Staphylococcus aureus	strain=277	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/020/389/165/GCA_020389165.1_ASM2038916v1	2749120	2749120	33.000000	2711	2546
GCA_020389325.1	PRJNA732579	SAMN19550027	1280	1280	Staphylococcus aureus	strain=202	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/020/389/325/GCA_020389325.1_ASM2038932v1	2719233	2719233	33.000000	2654	2505
GCA_020389525.1	PRJNA732579	SAMN19550021	1280	1280	Staphylococcus aureus	strain=196	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/020/389/525/GCA_020389525.1_ASM2038952v1	2828046	2828046	33.000000	2811	2642
GCA_020386595.1	PRJNA732579	SAMN19550066	1280	1280	Staphylococcus aureus	strain=N6	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/020/386/595/GCA_020386595.1_ASM2038659v1	2766978	2766978	33.000000	2734	2599
GCA_020388115.1	PRJNA732579	SAMN19550063	1280	1280	Staphylococcus aureus	strain=L6	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/020/388/115/GCA_020388115.1_ASM2038811v1	2766978	2766978	33.000000	2736	2597
GCA_020388135.1	PRJNA732579	SAMN19550062	1280	1280	Staphylococcus aureus	strain=L5	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/020/388/135/GCA_020388135.1_ASM2038813v1	2766975	2766975	33.000000	2736	2597
GCA_020388215.1	PRJNA732579	SAMN19550058	1280	1280	Staphylococcus aureus	strain=AC4	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/020/388/215/GCA_020388215.1_ASM2038821v1	2766976	2766976	33.000000	2735	2599
GCA_020388235.1	PRJNA732579	SAMN19550057	1280	1280	Staphylococcus aureus	strain=372	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/020/388/235/GCA_020388235.1_ASM2038823v1	2798879	2798879	33.000000	2739	2576
GCA_020388315.1	PRJNA732579	SAMN19550053	1280	1280	Staphylococcus aureus	strain=366	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/020/388/315/GCA_020388315.1_ASM2038831v1	2757281	2757281	33.000000	2697	2552
GCA_020388335.1	PRJNA732579	SAMN19550052	1280	1280	Staphylococcus aureus	strain=365	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/020/388/335/GCA_020388335.1_ASM2038833v1	2757494	2757494	33.000000	2701	2553
GCA_020388765.1	PRJNA732579	SAMN19550043	1280	1280	Staphylococcus aureus	strain=332	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/020/388/765/GCA_020388765.1_ASM2038876v1	2745575	2745575	33.000000	2720	2579
GCA_020388845.1	PRJNA732579	SAMN19550039	1280	1280	Staphylococcus aureus	strain=324	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/020/388/845/GCA_020388845.1_ASM2038884v1	3123465	3123465	33.000000	3084	2818
GCA_020388885.1	PRJNA732579	SAMN19550037	1280	1280	Staphylococcus aureus	strain=322	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/020/388/885/GCA_020388885.1_ASM2038888v1	2831656	2831656	33.000000	2824	2646
GCA_020389265.1	PRJNA732579	SAMN19550028	1280	1280	Staphylococcus aureus	strain=276	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/020/389/265/GCA_020389265.1_ASM2038926v1	2730804	2730804	33.000000	2676	2537
GCA_020389425.1	PRJNA732579	SAMN19550026	1280	1280	Staphylococcus aureus	strain=201	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/020/389/425/GCA_020389425.1_ASM2038942v1	2719235	2719235	33.000000	2653	2502
GCA_020389505.1	PRJNA732579	SAMN19550022	1280	1280	Staphylococcus aureus	strain=197	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/020/389/505/GCA_020389505.1_ASM2038950v1	2788328	2788328	33.000000	2743	2573
GCA_020389565.1	PRJNA732579	SAMN19550019	1280	1280	Staphylococcus aureus	strain=194	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/020/389/565/GCA_020389565.1_ASM2038956v1	2754399	2754399	33.000000	2715	2562
GCA_020388155.1	PRJNA732579	SAMN19550061	1280	1280	Staphylococcus aureus	strain=L4	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/020/388/155/GCA_020388155.1_ASM2038815v1	2766975	2766975	33.000000	2736	2599
GCA_020388255.1	PRJNA732579	SAMN19550056	1280	1280	Staphylococcus aureus	strain=371	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/020/388/255/GCA_020388255.1_ASM2038825v1	2793848	2793848	33.000000	2736	2566
GCA_020388355.1	PRJNA732579	SAMN19550051	1280	1280	Staphylococcus aureus	strain=360	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/020/388/355/GCA_020388355.1_ASM2038835v1	2902129	2902129	33.000000	2922	2768
GCA_020388655.1	PRJNA732579	SAMN19550048	1280	1280	Staphylococcus aureus	strain=357	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/020/388/655/GCA_020388655.1_ASM2038865v1	2898286	2898286	32.500000	2915	2770
GCA_020388905.1	PRJNA732579	SAMN19550036	1280	1280	Staphylococcus aureus	strain=319	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/020/388/905/GCA_020388905.1_ASM2038890v1	2952363	2952363	33.000000	2964	2754
GCA_020388925.1	PRJNA732579	SAMN19550035	1280	1280	Staphylococcus aureus	strain=318	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/020/388/925/GCA_020388925.1_ASM2038892v1	2952667	2952667	33.000000	2943	2740
GCA_020388985.1	PRJNA732579	SAMN19550032	1280	1280	Staphylococcus aureus	strain=281	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/020/388/985/GCA_020388985.1_ASM2038898v1	2748821	2748821	33.000000	2706	2545
GCA_020389005.1	PRJNA732579	SAMN19550031	1280	1280	Staphylococcus aureus	strain=280	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/020/389/005/GCA_020389005.1_ASM2038900v1	2748827	2748827	33.000000	2709	2548
GCA_020389445.1	PRJNA732579	SAMN19550025	1280	1280	Staphylococcus aureus	strain=200	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/020/389/445/GCA_020389445.1_ASM2038944v1	2719166	2719166	33.000000	2651	2500
GCA_020526105.1	PRJNA767475	SAMN21905974	1280	1280	Staphylococcus aureus	strain=GS426	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/020/526/105/GCA_020526105.1_ASM2052610v1	2673223	2673223	33.000000	2613	2453
GCA_024205325.1	PRJNA800603	SAMN25263540	1280	1280	Staphylococcus aureus	strain=N09CSA16	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/024/205/325/GCA_024205325.1_ASM2420532v1	2910209	2910209	33.000000	2913	2742
GCA_024363305.1	PRJDB11424	SAMD00291279	1280	1280	Staphylococcus aureus	strain=59458	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/024/363/305/GCA_024363305.1_ASM2436330v1	2898944	2898944	33.000000	2846	2765
GCA_024363325.1	PRJDB11424	SAMD00291281	1280	1280	Staphylococcus aureus	strain=59482	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/024/363/325/GCA_024363325.1_ASM2436332v1	2857031	2857031	33.000000	0	0
GCA_024363385.1	PRJDB11424	SAMD00291287	1280	1280	Staphylococcus aureus	strain=59621	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/024/363/385/GCA_024363385.1_ASM2436338v1	2824903	2824903	33.000000	0	0
GCA_024363445.1	PRJDB11424	SAMD00291289	1280	1280	Staphylococcus aureus	strain=59691	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/024/363/445/GCA_024363445.1_ASM2436344v1	2880557	2880557	33.000000	0	0
GCA_024363345.1	PRJDB11424	SAMD00291283	1280	1280	Staphylococcus aureus	strain=59553	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/024/363/345/GCA_024363345.1_ASM2436334v1	2831391	2831391	33.000000	0	0
GCA_024363465.1	PRJDB11424	SAMD00291291	1280	1280	Staphylococcus aureus	strain=59709	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/024/363/465/GCA_024363465.1_ASM2436346v1	2866351	2866351	33.000000	0	0
GCA_020889645.1	PRJNA763345	SAMN21438378	1280	1280	Staphylococcus aureus	strain=CC49/ST49-MSSA	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/020/889/645/GCA_020889645.1_ASM2088964v1	2776617	2776617	33.000000	2739	2588
GCA_020887155.1	PRJDB12326	SAMD00407004	1280	1280	Staphylococcus aureus	strain=TPS5614	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/020/887/155/GCA_020887155.1_ASM2088715v1	2832400	2832400	33.000000	2735	2657
GCA_020887215.1	PRJDB12326	SAMD00407005	1280	1280	Staphylococcus aureus	strain=TPS6281	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/020/887/215/GCA_020887215.1_ASM2088721v1	2819716	2819716	33.000000	2719	2640
GCA_020985245.1	PRJNA781362	SAMN23246222	1280	1280	Staphylococcus aureus	strain=Newman NM-CQ	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/020/985/245/GCA_020985245.1_ASM2098524v1	2884045	2884045	33.000000	2930	2784
GCA_020997515.1	PRJNA378176	SAMN16946626	1280	1280	Staphylococcus aureus	strain=CR14-016	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/020/997/515/GCA_020997515.1_ASM2099751v1	2984550	2984550	33.000000	2997	2731
GCA_021172905.1	PRJNA749299	SAMN23701157	1280	1280	Staphylococcus aureus	strain=UNC_SaCF13	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/021/172/905/GCA_021172905.1_ASM2117290v1	2780115	2780115	33.000000	2732	2580
GCA_021249285.1	PRJNA788136	SAMN23928042	1280	1280	Staphylococcus aureus	strain=E1185_IV_ST12	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/021/249/285/GCA_021249285.1_ASM2124928v1	2809585	2809585	33.000000	2813	2658
GCA_021172885.1	PRJNA749299	SAMN23701158	1280	1280	Staphylococcus aureus	strain=UNC_SaCF18	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/021/172/885/GCA_021172885.1_ASM2117288v1	2938416	2938416	33.000000	2984	2815
GCA_021390135.1	PRJNA789916	SAMN24173961	1280	1280	Staphylococcus aureus	strain=RN6390	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/021/390/135/GCA_021390135.1_ASM2139013v1	2742047	2742047	33.000000	2714	2579
GCA_021491895.1	PRJNA794346	SAMN24648092	1280	1280	Staphylococcus aureus	strain=SAUR_BFS12	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/021/491/895/GCA_021491895.1_ASM2149189v1	2731384	2731384	33.000000	2687	2537
GCA_021513355.1	PRJNA692270	SAMN17319587	1280	1280	Staphylococcus aureus	strain=NCCP11854	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/021/513/355/GCA_021513355.1_ASM2151335v1	2768876	2768876	33.000000	2697	2552
GCA_021491735.1	PRJNA794346	SAMN24648095	1280	1280	Staphylococcus aureus	strain=SAUR_BFS16	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/021/491/735/GCA_021491735.1_ASM2149173v1	2782265	2782265	33.000000	2781	2629
GCA_021491835.1	PRJNA794346	SAMN24648091	1280	1280	Staphylococcus aureus	strain=SAUR_BFS11	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/021/491/835/GCA_021491835.1_ASM2149183v1	2807449	2807449	33.000000	2804	2655
GCA_021491715.1	PRJNA794346	SAMN24648098	1280	1280	Staphylococcus aureus	strain=SAUR_BFS62	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/021/491/715/GCA_021491715.1_ASM2149171v1	2782272	2782272	33.000000	2780	2628
GCA_021491775.1	PRJNA794346	SAMN24648089	1280	1280	Staphylococcus aureus	strain=SAUR_BFS2	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/021/491/775/GCA_021491775.1_ASM2149177v1	2828753	2828753	33.000000	2812	2652
GCA_025232045.1	PRJNA874487	SAMN30550580	1280	1280	Staphylococcus aureus	strain=R3-8	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/025/232/045/GCA_025232045.1_ASM2523204v1	2918241	2918241	33.000000	2961	2792
GCA_021869805.1	PRJNA773815	SAMN22513885	1280	1280	Staphylococcus aureus	strain=Patient 14, Isolate 02	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/021/869/805/GCA_021869805.1_ASM2186980v1	2866462	2866462	33.000000	2869	2710
GCA_021725475.1	PRJNA799255	SAMN25143835	1280	1280	Staphylococcus aureus	strain=ATR-20003	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/021/725/475/GCA_021725475.1_ASM2172547v1	2793355	2793355	33.000000	2781	2626
GCA_025259685.1	PRJNA675653	SAMN16710840	1280	1280	Staphylococcus aureus	strain=TCH32929	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/025/259/685/GCA_025259685.1_ASM2525968v1	2873962	2873962	33.000000	2877	2728
GCA_022221565.1	PRJNA749396	SAMN20369227	1280	1280	Staphylococcus aureus	strain=NT_611	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/221/565/GCA_022221565.1_ASM2222156v1	2807604	2807604	33.000000	2797	2654
GCA_022221525.1	PRJNA749172	SAMN20356339	1280	1280	Staphylococcus aureus	strain=NT_8	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/221/525/GCA_022221525.1_ASM2222152v1	2849687	2849687	33.000000	2861	2690
GCA_022221545.1	PRJNA749171	SAMN20356340	1280	1280	Staphylococcus aureus	strain=NV_1	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/221/545/GCA_022221545.1_ASM2222154v1	2956826	2956826	33.000000	2971	2789
GCA_025643635.1	PRJNA491802	SAMN10147904	1280	1280	Staphylococcus aureus	strain=JDFM SA01	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/025/643/635/GCA_025643635.1_ASM2564363v1	2773580	2773580	33.000000	2630	2549
GCA_022226975.1	PRJNA799058	SAMN25144898	1280	1280	Staphylococcus aureus	strain=USA600	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/226/975/GCA_022226975.1_ASM2222697v1	2700946	2700946	33.000000	2558	2479
GCA_022404575.1	PRJNA626345	SAMN15567988	1280	1280	Staphylococcus aureus	strain=NAS_OP_101	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/404/575/GCA_022404575.1_ASM2240457v1	2843605	2843605	33.000000	2862	2706
GCA_022404675.1	PRJNA626345	SAMN15567977	1280	1280	Staphylococcus aureus	strain=NAS_OP_017	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/404/675/GCA_022404675.1_ASM2240467v1	2840252	2840252	33.000000	2846	2698
GCA_022404775.1	PRJNA626345	SAMN15567958	1280	1280	Staphylococcus aureus	strain=NAS_AN_270	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/404/775/GCA_022404775.1_ASM2240477v1	2801757	2801757	33.000000	2788	2635
GCA_022405075.1	PRJNA626345	SAMN15567956	1280	1280	Staphylococcus aureus	strain=NAS_AN_261	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/405/075/GCA_022405075.1_ASM2240507v1	2868283	2868283	33.000000	2835	2663
GCA_022405235.1	PRJNA626345	SAMN15567947	1280	1280	Staphylococcus aureus	strain=NAS_AN_206	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/405/235/GCA_022405235.1_ASM2240523v1	2756049	2756049	33.000000	2733	2580
GCA_022405255.1	PRJNA626345	SAMN15567944	1280	1280	Staphylococcus aureus	strain=NAS_AN_203	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/405/255/GCA_022405255.1_ASM2240525v1	2751661	2751661	33.000000	2714	2572
