"Genome"	"Sugar"	"Category"	"Transporter_Count"
"GCA_020388805.1_ASM2038880v1"	"mannose_transporters"	"MSSA"	8
"GCA_020388805.1_ASM2038880v1"	"polysia_transporters"	"MSSA"	3
"GCA_020388805.1_ASM2038880v1"	"ribose_transporters"	"MSSA"	21
"GCA_020388805.1_ASM2038880v1"	"sia_transporters"	"MSSA"	5
"GCA_020388805.1_ASM2038880v1"	"sucrose_transporters"	"MSSA"	3
"GCA_020388825.1_ASM2038882v1"	"arabinose_transporters"	"MSSA"	23
"GCA_020388825.1_ASM2038882v1"	"galactose_transporters"	"MSSA"	2
"GCA_020388825.1_ASM2038882v1"	"glucose_transporters"	"MSSA"	20
"GCA_020388825.1_ASM2038882v1"	"lactose_transporters"	"MSSA"	11
"GCA_020388825.1_ASM2038882v1"	"mannitol_transporters"	"MSSA"	42
"GCA_020388825.1_ASM2038882v1"	"mannose_transporters"	"MSSA"	8
"GCA_020388825.1_ASM2038882v1"	"polysia_transporters"	"MSSA"	3
"GCA_020388825.1_ASM2038882v1"	"ribose_transporters"	"MSSA"	21
"GCA_020388825.1_ASM2038882v1"	"sia_transporters"	"MSSA"	5
"GCA_020388825.1_ASM2038882v1"	"sucrose_transporters"	"MSSA"	3
"GCA_020388885.1_ASM2038888v1"	"arabinose_transporters"	"MRSA"	23
"GCA_020388885.1_ASM2038888v1"	"galactose_transporters"	"MRSA"	2
"GCA_020388885.1_ASM2038888v1"	"glucose_transporters"	"MRSA"	20
"GCA_020388885.1_ASM2038888v1"	"lactose_transporters"	"MRSA"	11
"GCA_020388885.1_ASM2038888v1"	"mannitol_transporters"	"MRSA"	45
"GCA_020388885.1_ASM2038888v1"	"mannose_transporters"	"MRSA"	8
"GCA_020388885.1_ASM2038888v1"	"polysia_transporters"	"MRSA"	3
"GCA_020388885.1_ASM2038888v1"	"ribose_transporters"	"MRSA"	21
"GCA_020388885.1_ASM2038888v1"	"sia_transporters"	"MRSA"	5
"GCA_020388885.1_ASM2038888v1"	"sucrose_transporters"	"MRSA"	3
"GCA_020388905.1_ASM2038890v1"	"arabinose_transporters"	"MRSA"	24
"GCA_020388905.1_ASM2038890v1"	"galactose_transporters"	"MRSA"	2
"GCA_020388905.1_ASM2038890v1"	"glucose_transporters"	"MRSA"	19
"GCA_020388905.1_ASM2038890v1"	"lactose_transporters"	"MRSA"	11
"GCA_020388905.1_ASM2038890v1"	"mannitol_transporters"	"MRSA"	45
"GCA_020388905.1_ASM2038890v1"	"mannose_transporters"	"MRSA"	8
"GCA_020388905.1_ASM2038890v1"	"polysia_transporters"	"MRSA"	3
"GCA_020388905.1_ASM2038890v1"	"ribose_transporters"	"MRSA"	24
"GCA_020388905.1_ASM2038890v1"	"sia_transporters"	"MRSA"	6
"GCA_020388905.1_ASM2038890v1"	"sucrose_transporters"	"MRSA"	3
"GCA_020388965.1_ASM2038896v1"	"arabinose_transporters"	"MRSA"	21
"GCA_020388965.1_ASM2038896v1"	"galactose_transporters"	"MRSA"	2
"GCA_020388965.1_ASM2038896v1"	"glucose_transporters"	"MRSA"	19
"GCA_020388965.1_ASM2038896v1"	"lactose_transporters"	"MRSA"	5
"GCA_020388965.1_ASM2038896v1"	"mannitol_transporters"	"MRSA"	41
"GCA_020388965.1_ASM2038896v1"	"mannose_transporters"	"MRSA"	8
"GCA_020388965.1_ASM2038896v1"	"polysia_transporters"	"MRSA"	3
"GCA_020388965.1_ASM2038896v1"	"ribose_transporters"	"MRSA"	23
"GCA_020388965.1_ASM2038896v1"	"sia_transporters"	"MRSA"	5
"GCA_020388965.1_ASM2038896v1"	"sucrose_transporters"	"MRSA"	3
"GCA_020389005.1_ASM2038900v1"	"arabinose_transporters"	"MSSA"	20
"GCA_020389005.1_ASM2038900v1"	"galactose_transporters"	"MSSA"	2
"GCA_020389005.1_ASM2038900v1"	"glucose_transporters"	"MSSA"	19
"GCA_020389005.1_ASM2038900v1"	"lactose_transporters"	"MSSA"	4
"GCA_020389005.1_ASM2038900v1"	"mannitol_transporters"	"MSSA"	42
"GCA_020389005.1_ASM2038900v1"	"mannose_transporters"	"MSSA"	8
"GCA_020389005.1_ASM2038900v1"	"polysia_transporters"	"MSSA"	3
"GCA_020389005.1_ASM2038900v1"	"ribose_transporters"	"MSSA"	25
"GCA_020389005.1_ASM2038900v1"	"sia_transporters"	"MSSA"	5
"GCA_020389005.1_ASM2038900v1"	"sucrose_transporters"	"MSSA"	3
"GCA_020389025.2_ASM2038902v2"	"arabinose_transporters"	"MRSA"	21
"GCA_020389025.2_ASM2038902v2"	"galactose_transporters"	"MRSA"	2
"GCA_020389025.2_ASM2038902v2"	"glucose_transporters"	"MRSA"	19
"GCA_020389025.2_ASM2038902v2"	"lactose_transporters"	"MRSA"	5
"GCA_020389025.2_ASM2038902v2"	"mannitol_transporters"	"MRSA"	41
"GCA_020389025.2_ASM2038902v2"	"mannose_transporters"	"MRSA"	8
"GCA_020389025.2_ASM2038902v2"	"polysia_transporters"	"MRSA"	3
"GCA_020389025.2_ASM2038902v2"	"ribose_transporters"	"MRSA"	23
"GCA_020389025.2_ASM2038902v2"	"sia_transporters"	"MRSA"	5
"GCA_020389025.2_ASM2038902v2"	"sucrose_transporters"	"MRSA"	3
"GCA_020389165.1_ASM2038916v1"	"arabinose_transporters"	"MSSA"	20
"GCA_020389165.1_ASM2038916v1"	"galactose_transporters"	"MSSA"	2
"GCA_020389165.1_ASM2038916v1"	"glucose_transporters"	"MSSA"	19
"GCA_020389165.1_ASM2038916v1"	"lactose_transporters"	"MSSA"	4
"GCA_020389165.1_ASM2038916v1"	"mannitol_transporters"	"MSSA"	42
"GCA_020389165.1_ASM2038916v1"	"mannose_transporters"	"MSSA"	8
"GCA_020389165.1_ASM2038916v1"	"polysia_transporters"	"MSSA"	3
"GCA_020389165.1_ASM2038916v1"	"ribose_transporters"	"MSSA"	25
"GCA_020389165.1_ASM2038916v1"	"sia_transporters"	"MSSA"	5
"GCA_020389165.1_ASM2038916v1"	"sucrose_transporters"	"MSSA"	3
"GCA_020389265.1_ASM2038926v1"	"arabinose_transporters"	"MRSA"	21
"GCA_020389265.1_ASM2038926v1"	"galactose_transporters"	"MRSA"	2
"GCA_020389265.1_ASM2038926v1"	"glucose_transporters"	"MRSA"	19
"GCA_020389265.1_ASM2038926v1"	"lactose_transporters"	"MRSA"	5
"GCA_020389265.1_ASM2038926v1"	"mannitol_transporters"	"MRSA"	41
"GCA_020389265.1_ASM2038926v1"	"mannose_transporters"	"MRSA"	8
"GCA_020389265.1_ASM2038926v1"	"polysia_transporters"	"MRSA"	3
"GCA_020389265.1_ASM2038926v1"	"ribose_transporters"	"MRSA"	23
"GCA_020389265.1_ASM2038926v1"	"sia_transporters"	"MRSA"	5
"GCA_020389265.1_ASM2038926v1"	"sucrose_transporters"	"MRSA"	3
"GCA_020389325.1_ASM2038932v1"	"arabinose_transporters"	"MSSA"	22
"GCA_020389325.1_ASM2038932v1"	"galactose_transporters"	"MSSA"	2
"GCA_020389325.1_ASM2038932v1"	"glucose_transporters"	"MSSA"	20
"GCA_020389325.1_ASM2038932v1"	"lactose_transporters"	"MSSA"	4
"GCA_020389325.1_ASM2038932v1"	"mannitol_transporters"	"MSSA"	41
"GCA_020389325.1_ASM2038932v1"	"mannose_transporters"	"MSSA"	8
"GCA_020389325.1_ASM2038932v1"	"polysia_transporters"	"MSSA"	3
"GCA_020389325.1_ASM2038932v1"	"ribose_transporters"	"MSSA"	20
"GCA_020389325.1_ASM2038932v1"	"sia_transporters"	"MSSA"	5
"GCA_020389325.1_ASM2038932v1"	"sucrose_transporters"	"MSSA"	3
"GCA_020389425.1_ASM2038942v1"	"arabinose_transporters"	"MSSA"	22
"GCA_020389425.1_ASM2038942v1"	"galactose_transporters"	"MSSA"	2
"GCA_020389425.1_ASM2038942v1"	"glucose_transporters"	"MSSA"	20
"GCA_020389425.1_ASM2038942v1"	"lactose_transporters"	"MSSA"	4
"GCA_020389425.1_ASM2038942v1"	"mannitol_transporters"	"MSSA"	41
"GCA_020389425.1_ASM2038942v1"	"mannose_transporters"	"MSSA"	8
"GCA_020389425.1_ASM2038942v1"	"polysia_transporters"	"MSSA"	3
"GCA_020389425.1_ASM2038942v1"	"ribose_transporters"	"MSSA"	20
"GCA_020389425.1_ASM2038942v1"	"sia_transporters"	"MSSA"	5
"GCA_020389425.1_ASM2038942v1"	"sucrose_transporters"	"MSSA"	3
"GCA_020389485.1_ASM2038948v1"	"arabinose_transporters"	"MSSA"	23
"GCA_020389485.1_ASM2038948v1"	"galactose_transporters"	"MSSA"	2
"GCA_020389485.1_ASM2038948v1"	"glucose_transporters"	"MSSA"	20
"GCA_020389485.1_ASM2038948v1"	"lactose_transporters"	"MSSA"	11
"GCA_020389485.1_ASM2038948v1"	"mannitol_transporters"	"MSSA"	42
"GCA_020389485.1_ASM2038948v1"	"mannose_transporters"	"MSSA"	8
"GCA_020389485.1_ASM2038948v1"	"polysia_transporters"	"MSSA"	3
"GCA_020389485.1_ASM2038948v1"	"ribose_transporters"	"MSSA"	21
"GCA_020389485.1_ASM2038948v1"	"sia_transporters"	"MSSA"	5
"GCA_020389485.1_ASM2038948v1"	"sucrose_transporters"	"MSSA"	3
"GCA_020389545.1_ASM2038954v1"	"arabinose_transporters"	"MSSA"	23
"GCA_020389545.1_ASM2038954v1"	"galactose_transporters"	"MSSA"	2
"GCA_020389545.1_ASM2038954v1"	"glucose_transporters"	"MSSA"	20
"GCA_020389545.1_ASM2038954v1"	"lactose_transporters"	"MSSA"	11
"GCA_020389545.1_ASM2038954v1"	"mannitol_transporters"	"MSSA"	42
"GCA_020389545.1_ASM2038954v1"	"mannose_transporters"	"MSSA"	8
"GCA_020389545.1_ASM2038954v1"	"polysia_transporters"	"MSSA"	3
"GCA_020389545.1_ASM2038954v1"	"ribose_transporters"	"MSSA"	21
"GCA_020389545.1_ASM2038954v1"	"sia_transporters"	"MSSA"	5
"GCA_020389545.1_ASM2038954v1"	"sucrose_transporters"	"MSSA"	3
"GCA_020389565.1_ASM2038956v1"	"arabinose_transporters"	"MSSA"	23
"GCA_020389565.1_ASM2038956v1"	"galactose_transporters"	"MSSA"	2
"GCA_020389565.1_ASM2038956v1"	"glucose_transporters"	"MSSA"	20
"GCA_020389565.1_ASM2038956v1"	"lactose_transporters"	"MSSA"	11
"GCA_020389565.1_ASM2038956v1"	"mannitol_transporters"	"MSSA"	42
"GCA_020389565.1_ASM2038956v1"	"mannose_transporters"	"MSSA"	8
"GCA_020389565.1_ASM2038956v1"	"polysia_transporters"	"MSSA"	3
"GCA_020389565.1_ASM2038956v1"	"ribose_transporters"	"MSSA"	21
"GCA_020389565.1_ASM2038956v1"	"sia_transporters"	"MSSA"	5
"GCA_020389565.1_ASM2038956v1"	"sucrose_transporters"	"MSSA"	3
"GCA_020526105.1_ASM2052610v1"	"arabinose_transporters"	"MSSA"	22
"GCA_020526105.1_ASM2052610v1"	"galactose_transporters"	"MSSA"	2
"GCA_020526105.1_ASM2052610v1"	"glucose_transporters"	"MSSA"	19
"GCA_020526105.1_ASM2052610v1"	"lactose_transporters"	"MSSA"	5
"GCA_020526105.1_ASM2052610v1"	"mannitol_transporters"	"MSSA"	44
"GCA_020526105.1_ASM2052610v1"	"mannose_transporters"	"MSSA"	8
"GCA_020526105.1_ASM2052610v1"	"polysia_transporters"	"MSSA"	3
"GCA_020526105.1_ASM2052610v1"	"ribose_transporters"	"MSSA"	23
"GCA_020526105.1_ASM2052610v1"	"sia_transporters"	"MSSA"	5
"GCA_020526105.1_ASM2052610v1"	"sucrose_transporters"	"MSSA"	3
"GCA_020702515.2_ASM2070251v2"	"arabinose_transporters"	"MRSA"	21
"GCA_020702515.2_ASM2070251v2"	"galactose_transporters"	"MRSA"	2
"GCA_020702515.2_ASM2070251v2"	"glucose_transporters"	"MRSA"	19
"GCA_020702515.2_ASM2070251v2"	"lactose_transporters"	"MRSA"	5
"GCA_020702515.2_ASM2070251v2"	"mannitol_transporters"	"MRSA"	41
"GCA_020702515.2_ASM2070251v2"	"mannose_transporters"	"MRSA"	8
"GCA_020702515.2_ASM2070251v2"	"polysia_transporters"	"MRSA"	3
"GCA_020702515.2_ASM2070251v2"	"ribose_transporters"	"MRSA"	23
"GCA_020702515.2_ASM2070251v2"	"sia_transporters"	"MRSA"	5
"GCA_020702515.2_ASM2070251v2"	"sucrose_transporters"	"MRSA"	3
"GCA_020702545.2_ASM2070254v2"	"arabinose_transporters"	"MRSA"	21
"GCA_020702545.2_ASM2070254v2"	"galactose_transporters"	"MRSA"	2
"GCA_020702545.2_ASM2070254v2"	"glucose_transporters"	"MRSA"	20
"GCA_020702545.2_ASM2070254v2"	"lactose_transporters"	"MRSA"	4
"GCA_020702545.2_ASM2070254v2"	"mannitol_transporters"	"MRSA"	41
"GCA_020702545.2_ASM2070254v2"	"mannose_transporters"	"MRSA"	8
"GCA_020702545.2_ASM2070254v2"	"polysia_transporters"	"MRSA"	3
"GCA_020702545.2_ASM2070254v2"	"ribose_transporters"	"MRSA"	20
"GCA_020702545.2_ASM2070254v2"	"sia_transporters"	"MRSA"	6
"GCA_020702545.2_ASM2070254v2"	"sucrose_transporters"	"MRSA"	4
"GCA_020702575.2_ASM2070257v2"	"arabinose_transporters"	"MRSA"	21
"GCA_020702575.2_ASM2070257v2"	"galactose_transporters"	"MRSA"	2
"GCA_020702575.2_ASM2070257v2"	"glucose_transporters"	"MRSA"	20
"GCA_020702575.2_ASM2070257v2"	"lactose_transporters"	"MRSA"	4
"GCA_020702575.2_ASM2070257v2"	"mannitol_transporters"	"MRSA"	42
"GCA_020702575.2_ASM2070257v2"	"mannose_transporters"	"MRSA"	8
"GCA_020702575.2_ASM2070257v2"	"polysia_transporters"	"MRSA"	3
"GCA_020702575.2_ASM2070257v2"	"ribose_transporters"	"MRSA"	20
"GCA_020702575.2_ASM2070257v2"	"sia_transporters"	"MRSA"	5
"GCA_020702575.2_ASM2070257v2"	"sucrose_transporters"	"MRSA"	3
"GCA_020702615.2_ASM2070261v2"	"arabinose_transporters"	"MRSA"	21
"GCA_020702615.2_ASM2070261v2"	"galactose_transporters"	"MRSA"	2
"GCA_020702615.2_ASM2070261v2"	"glucose_transporters"	"MRSA"	20
"GCA_020702615.2_ASM2070261v2"	"lactose_transporters"	"MRSA"	4
"GCA_020702615.2_ASM2070261v2"	"mannitol_transporters"	"MRSA"	42
"GCA_020702615.2_ASM2070261v2"	"mannose_transporters"	"MRSA"	8
"GCA_020702615.2_ASM2070261v2"	"polysia_transporters"	"MRSA"	3
"GCA_020702615.2_ASM2070261v2"	"ribose_transporters"	"MRSA"	20
"GCA_020702615.2_ASM2070261v2"	"sia_transporters"	"MRSA"	5
"GCA_020702615.2_ASM2070261v2"	"sucrose_transporters"	"MRSA"	3
"GCA_020886635.1_ASM2088663v1"	"arabinose_transporters"	"MRSA"	23
"GCA_020886635.1_ASM2088663v1"	"galactose_transporters"	"MRSA"	2
"GCA_020886635.1_ASM2088663v1"	"glucose_transporters"	"MRSA"	20
"GCA_020886635.1_ASM2088663v1"	"lactose_transporters"	"MRSA"	7
"GCA_020886635.1_ASM2088663v1"	"mannitol_transporters"	"MRSA"	44
"GCA_020886635.1_ASM2088663v1"	"mannose_transporters"	"MRSA"	8
"GCA_020886635.1_ASM2088663v1"	"polysia_transporters"	"MRSA"	3
"GCA_020886635.1_ASM2088663v1"	"ribose_transporters"	"MRSA"	20
"GCA_020886635.1_ASM2088663v1"	"sia_transporters"	"MRSA"	5
"GCA_020886635.1_ASM2088663v1"	"sucrose_transporters"	"MRSA"	3
"GCA_020887155.1_ASM2088715v1"	"arabinose_transporters"	"MRSA"	24
"GCA_020887155.1_ASM2088715v1"	"galactose_transporters"	"MRSA"	2
"GCA_020887155.1_ASM2088715v1"	"glucose_transporters"	"MRSA"	19
"GCA_020887155.1_ASM2088715v1"	"lactose_transporters"	"MRSA"	7
"GCA_020887155.1_ASM2088715v1"	"mannitol_transporters"	"MRSA"	42
"GCA_020887155.1_ASM2088715v1"	"mannose_transporters"	"MRSA"	8
"GCA_020887155.1_ASM2088715v1"	"polysia_transporters"	"MRSA"	3
"GCA_020887155.1_ASM2088715v1"	"ribose_transporters"	"MRSA"	23
"GCA_020887155.1_ASM2088715v1"	"sia_transporters"	"MRSA"	5
"GCA_020887155.1_ASM2088715v1"	"sucrose_transporters"	"MRSA"	3
"GCA_020887215.1_ASM2088721v1"	"arabinose_transporters"	"MRSA"	24
"GCA_020887215.1_ASM2088721v1"	"galactose_transporters"	"MRSA"	2
"GCA_020887215.1_ASM2088721v1"	"glucose_transporters"	"MRSA"	19
"GCA_020887215.1_ASM2088721v1"	"lactose_transporters"	"MRSA"	7
"GCA_020887215.1_ASM2088721v1"	"mannitol_transporters"	"MRSA"	42
"GCA_020887215.1_ASM2088721v1"	"mannose_transporters"	"MRSA"	8
"GCA_020887215.1_ASM2088721v1"	"polysia_transporters"	"MRSA"	3
"GCA_020887215.1_ASM2088721v1"	"ribose_transporters"	"MRSA"	22
"GCA_020887215.1_ASM2088721v1"	"sia_transporters"	"MRSA"	5
"GCA_020887215.1_ASM2088721v1"	"sucrose_transporters"	"MRSA"	3
"GCA_020889645.1_ASM2088964v1"	"arabinose_transporters"	"MSSA"	21
"GCA_020889645.1_ASM2088964v1"	"galactose_transporters"	"MSSA"	2
"GCA_020889645.1_ASM2088964v1"	"glucose_transporters"	"MSSA"	18
"GCA_020889645.1_ASM2088964v1"	"lactose_transporters"	"MSSA"	5
"GCA_020889645.1_ASM2088964v1"	"mannitol_transporters"	"MSSA"	42
"GCA_020889645.1_ASM2088964v1"	"mannose_transporters"	"MSSA"	8
"GCA_020889645.1_ASM2088964v1"	"polysia_transporters"	"MSSA"	3
"GCA_020889645.1_ASM2088964v1"	"ribose_transporters"	"MSSA"	21
"GCA_020889645.1_ASM2088964v1"	"sia_transporters"	"MSSA"	5
"GCA_020889645.1_ASM2088964v1"	"sucrose_transporters"	"MSSA"	3
"GCA_020889665.1_ASM2088966v1"	"arabinose_transporters"	"MSSA"	26
"GCA_020889665.1_ASM2088966v1"	"galactose_transporters"	"MSSA"	1
"GCA_020889665.1_ASM2088966v1"	"glucose_transporters"	"MSSA"	19
"GCA_020889665.1_ASM2088966v1"	"lactose_transporters"	"MSSA"	5
"GCA_020889665.1_ASM2088966v1"	"mannitol_transporters"	"MSSA"	41
"GCA_020889665.1_ASM2088966v1"	"mannose_transporters"	"MSSA"	8
"GCA_020889665.1_ASM2088966v1"	"polysia_transporters"	"MSSA"	3
"GCA_020889665.1_ASM2088966v1"	"ribose_transporters"	"MSSA"	24
"GCA_020889665.1_ASM2088966v1"	"sia_transporters"	"MSSA"	5
"GCA_020889665.1_ASM2088966v1"	"sucrose_transporters"	"MSSA"	3
"GCA_020906975.2_ASM2090697v2"	"arabinose_transporters"	"MRSA"	22
"GCA_020906975.2_ASM2090697v2"	"galactose_transporters"	"MRSA"	2
"GCA_020906975.2_ASM2090697v2"	"glucose_transporters"	"MRSA"	19
"GCA_020906975.2_ASM2090697v2"	"lactose_transporters"	"MRSA"	5
"GCA_020906975.2_ASM2090697v2"	"mannitol_transporters"	"MRSA"	44
"GCA_020906975.2_ASM2090697v2"	"mannose_transporters"	"MRSA"	8
"GCA_020906975.2_ASM2090697v2"	"polysia_transporters"	"MRSA"	3
"GCA_020906975.2_ASM2090697v2"	"ribose_transporters"	"MRSA"	26
"GCA_020906975.2_ASM2090697v2"	"sia_transporters"	"MRSA"	5
"GCA_020906975.2_ASM2090697v2"	"sucrose_transporters"	"MRSA"	3
"GCA_020985245.1_ASM2098524v1"	"arabinose_transporters"	"MSSA"	21
"GCA_020985245.1_ASM2098524v1"	"galactose_transporters"	"MSSA"	2
"GCA_020985245.1_ASM2098524v1"	"glucose_transporters"	"MSSA"	19
"GCA_020985245.1_ASM2098524v1"	"lactose_transporters"	"MSSA"	4
"GCA_020985245.1_ASM2098524v1"	"mannitol_transporters"	"MSSA"	42
"GCA_020985245.1_ASM2098524v1"	"mannose_transporters"	"MSSA"	8
"GCA_020985245.1_ASM2098524v1"	"polysia_transporters"	"MSSA"	3
"GCA_020985245.1_ASM2098524v1"	"ribose_transporters"	"MSSA"	24
"GCA_020985245.1_ASM2098524v1"	"sia_transporters"	"MSSA"	5
"GCA_020985245.1_ASM2098524v1"	"sucrose_transporters"	"MSSA"	3
"GCA_020997495.1_ASM2099749v1"	"arabinose_transporters"	"MRSA"	23
"GCA_020997495.1_ASM2099749v1"	"galactose_transporters"	"MRSA"	2
"GCA_020997495.1_ASM2099749v1"	"glucose_transporters"	"MRSA"	19
"GCA_020997495.1_ASM2099749v1"	"lactose_transporters"	"MRSA"	6
"GCA_020997495.1_ASM2099749v1"	"mannitol_transporters"	"MRSA"	45
"GCA_020997495.1_ASM2099749v1"	"mannose_transporters"	"MRSA"	10
"GCA_020997495.1_ASM2099749v1"	"polysia_transporters"	"MRSA"	3
"GCA_020997495.1_ASM2099749v1"	"ribose_transporters"	"MRSA"	23
"GCA_020997495.1_ASM2099749v1"	"sia_transporters"	"MRSA"	6
"GCA_020997495.1_ASM2099749v1"	"sucrose_transporters"	"MRSA"	3
"GCA_020997515.1_ASM2099751v1"	"arabinose_transporters"	"MRSA"	22
"GCA_020997515.1_ASM2099751v1"	"galactose_transporters"	"MRSA"	2
"GCA_020997515.1_ASM2099751v1"	"glucose_transporters"	"MRSA"	19
"GCA_020997515.1_ASM2099751v1"	"lactose_transporters"	"MRSA"	6
"GCA_020997515.1_ASM2099751v1"	"mannitol_transporters"	"MRSA"	44
"GCA_020997515.1_ASM2099751v1"	"mannose_transporters"	"MRSA"	9
"GCA_020997515.1_ASM2099751v1"	"polysia_transporters"	"MRSA"	3
"GCA_020997515.1_ASM2099751v1"	"ribose_transporters"	"MRSA"	23
"GCA_020997515.1_ASM2099751v1"	"sia_transporters"	"MRSA"	7
"GCA_020997515.1_ASM2099751v1"	"sucrose_transporters"	"MRSA"	3
"GCA_021172845.1_ASM2117284v1"	"arabinose_transporters"	"MRSA"	23
"GCA_021172845.1_ASM2117284v1"	"galactose_transporters"	"MRSA"	2
"GCA_021172845.1_ASM2117284v1"	"glucose_transporters"	"MRSA"	20
"GCA_021172845.1_ASM2117284v1"	"lactose_transporters"	"MRSA"	7
"GCA_021172845.1_ASM2117284v1"	"mannitol_transporters"	"MRSA"	43
"GCA_021172845.1_ASM2117284v1"	"mannose_transporters"	"MRSA"	8
"GCA_021172845.1_ASM2117284v1"	"polysia_transporters"	"MRSA"	3
"GCA_021172845.1_ASM2117284v1"	"ribose_transporters"	"MRSA"	21
"GCA_021172845.1_ASM2117284v1"	"sia_transporters"	"MRSA"	5
"GCA_021172845.1_ASM2117284v1"	"sucrose_transporters"	"MRSA"	3
"GCA_021172865.1_ASM2117286v1"	"arabinose_transporters"	"MRSA"	23
"GCA_021172865.1_ASM2117286v1"	"galactose_transporters"	"MRSA"	2
"GCA_021172865.1_ASM2117286v1"	"glucose_transporters"	"MRSA"	19
"GCA_021172865.1_ASM2117286v1"	"lactose_transporters"	"MRSA"	10
"GCA_021172865.1_ASM2117286v1"	"mannitol_transporters"	"MRSA"	44
"GCA_021172865.1_ASM2117286v1"	"mannose_transporters"	"MRSA"	8
"GCA_021172865.1_ASM2117286v1"	"polysia_transporters"	"MRSA"	3
"GCA_021172865.1_ASM2117286v1"	"ribose_transporters"	"MRSA"	21
"GCA_021172865.1_ASM2117286v1"	"sia_transporters"	"MRSA"	6
"GCA_021172865.1_ASM2117286v1"	"sucrose_transporters"	"MRSA"	3
"GCA_021172905.1_ASM2117290v1"	"arabinose_transporters"	"MRSA"	22
"GCA_021172905.1_ASM2117290v1"	"galactose_transporters"	"MRSA"	2
"GCA_021172905.1_ASM2117290v1"	"glucose_transporters"	"MRSA"	19
"GCA_021172905.1_ASM2117290v1"	"lactose_transporters"	"MRSA"	5
"GCA_021172905.1_ASM2117290v1"	"mannitol_transporters"	"MRSA"	44
"GCA_021172905.1_ASM2117290v1"	"mannose_transporters"	"MRSA"	8
"GCA_021172905.1_ASM2117290v1"	"polysia_transporters"	"MRSA"	3
"GCA_021172905.1_ASM2117290v1"	"ribose_transporters"	"MRSA"	25
"GCA_021172905.1_ASM2117290v1"	"sia_transporters"	"MRSA"	6
"GCA_021172905.1_ASM2117290v1"	"sucrose_transporters"	"MRSA"	3
"GCA_021172925.1_ASM2117292v1"	"arabinose_transporters"	"MRSA"	21
"GCA_021172925.1_ASM2117292v1"	"galactose_transporters"	"MRSA"	2
"GCA_021172925.1_ASM2117292v1"	"glucose_transporters"	"MRSA"	19
"GCA_021172925.1_ASM2117292v1"	"lactose_transporters"	"MRSA"	6
"GCA_021172925.1_ASM2117292v1"	"mannitol_transporters"	"MRSA"	46
"GCA_021172925.1_ASM2117292v1"	"mannose_transporters"	"MRSA"	8
"GCA_021172925.1_ASM2117292v1"	"polysia_transporters"	"MRSA"	3
"GCA_021172925.1_ASM2117292v1"	"ribose_transporters"	"MRSA"	24
"GCA_021172925.1_ASM2117292v1"	"sia_transporters"	"MRSA"	6
"GCA_021172925.1_ASM2117292v1"	"sucrose_transporters"	"MRSA"	3
"GCA_021172945.1_ASM2117294v1"	"arabinose_transporters"	"MRSA"	22
"GCA_021172945.1_ASM2117294v1"	"galactose_transporters"	"MRSA"	2
"GCA_021172945.1_ASM2117294v1"	"glucose_transporters"	"MRSA"	19
"GCA_021172945.1_ASM2117294v1"	"lactose_transporters"	"MRSA"	5
"GCA_021172945.1_ASM2117294v1"	"mannitol_transporters"	"MRSA"	45
"GCA_021172945.1_ASM2117294v1"	"mannose_transporters"	"MRSA"	8
"GCA_021172945.1_ASM2117294v1"	"polysia_transporters"	"MRSA"	3
"GCA_021172945.1_ASM2117294v1"	"ribose_transporters"	"MRSA"	24
"GCA_021172945.1_ASM2117294v1"	"sia_transporters"	"MRSA"	5
"GCA_021172945.1_ASM2117294v1"	"sucrose_transporters"	"MRSA"	3
"GCA_021249285.1_ASM2124928v1"	"arabinose_transporters"	"MRSA"	20
"GCA_021249285.1_ASM2124928v1"	"galactose_transporters"	"MRSA"	2
"GCA_021249285.1_ASM2124928v1"	"glucose_transporters"	"MRSA"	19
"GCA_021249285.1_ASM2124928v1"	"lactose_transporters"	"MRSA"	4
"GCA_021249285.1_ASM2124928v1"	"mannitol_transporters"	"MRSA"	44
"GCA_021249285.1_ASM2124928v1"	"mannose_transporters"	"MRSA"	8
"GCA_021249285.1_ASM2124928v1"	"polysia_transporters"	"MRSA"	3
"GCA_021249285.1_ASM2124928v1"	"ribose_transporters"	"MRSA"	22
"GCA_021249285.1_ASM2124928v1"	"sia_transporters"	"MRSA"	5
"GCA_021249285.1_ASM2124928v1"	"sucrose_transporters"	"MRSA"	3
"GCA_021390135.1_ASM2139013v1"	"arabinose_transporters"	"MSSA"	21
"GCA_021390135.1_ASM2139013v1"	"galactose_transporters"	"MSSA"	2
"GCA_021390135.1_ASM2139013v1"	"glucose_transporters"	"MSSA"	19
"GCA_021390135.1_ASM2139013v1"	"lactose_transporters"	"MSSA"	4
"GCA_021390135.1_ASM2139013v1"	"mannitol_transporters"	"MSSA"	42
"GCA_021390135.1_ASM2139013v1"	"mannose_transporters"	"MSSA"	8
"GCA_021390135.1_ASM2139013v1"	"polysia_transporters"	"MSSA"	3
"GCA_021390135.1_ASM2139013v1"	"ribose_transporters"	"MSSA"	24
"GCA_021390135.1_ASM2139013v1"	"sia_transporters"	"MSSA"	5
"GCA_021390135.1_ASM2139013v1"	"sucrose_transporters"	"MSSA"	3
"GCA_021491715.1_ASM2149171v1"	"arabinose_transporters"	"MSSA"	22
"GCA_021491715.1_ASM2149171v1"	"galactose_transporters"	"MSSA"	2
